query,scan_bytes,latency_ms
SELECT * FROM sessions WHERE duration > 13304,3330006,39
"SELECT * FROM users WHERE id IN (333, 606, 469, 606, 260)",1199763,15
SELECT * FROM users WHERE id = 44934,1198735,17
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2115902,22
SELECT * FROM users WHERE id = 79736,1070990,17
SELECT COUNT(*) FROM events WHERE month = 'Jan',9363009,104
SELECT * FROM orders WHERE total > 34152,4070720,43
"SELECT * FROM users WHERE id IN (868, 812, 935, 887)",1231776,16
SELECT * FROM users WHERE id = 11359,1069764,16
SELECT * FROM orders WHERE total > 49014,5850401,71
SELECT * FROM users WHERE id = 18085,906270,11
SELECT * FROM users WHERE id = 90182,1174602,14
SELECT * FROM users WHERE id = 23172,1134089,7
SELECT * FROM orders WHERE total > 60437,5840989,54
SELECT COUNT(*) FROM events WHERE month = 'Mar',11210619,119
SELECT * FROM orders WHERE status IN ('delivered'),2663279,34
SELECT COUNT(*) FROM events WHERE month = 'Feb',9356595,90
SELECT * FROM products WHERE category = 'books',1722173,28
SELECT * FROM users WHERE id = 42571,822793,6
"SELECT * FROM users WHERE id IN (745, 807)",1387017,16
SELECT COUNT(*) FROM events WHERE month = 'Feb',11924907,133
SELECT * FROM orders WHERE total > 85087,5597770,50
SELECT * FROM users WHERE id = 68716,1008265,10
SELECT * FROM sessions WHERE duration > 97114,3475477,49
SELECT * FROM products WHERE category = 'auto',1536266,17
SELECT * FROM users WHERE id = 92448,1008984,23
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2570425,20
SELECT COUNT(*) FROM events WHERE month = 'Feb',10878814,115
SELECT * FROM users WHERE id = 88421,993457,15
SELECT * FROM sessions WHERE duration > 64710,4799753,54
SELECT COUNT(*) FROM events WHERE month = 'May',9114260,102
SELECT * FROM users WHERE id = 60525,881367,12
SELECT COUNT(*) FROM events WHERE month = 'Mar',10166125,114
SELECT * FROM users WHERE id = 97331,1058414,22
SELECT * FROM users WHERE id = 98482,1195804,25
SELECT * FROM users WHERE id = 14180,963323,10
SELECT * FROM orders WHERE total > 62196,4552372,52
SELECT * FROM users WHERE id = 85414,1141252,24
SELECT * FROM orders WHERE total > 13563,4446255,58
SELECT * FROM users WHERE id = 7179,912466,12
SELECT COUNT(*) FROM events WHERE month = 'Apr',10172354,106
SELECT * FROM orders WHERE total > 37337,5104583,60
SELECT * FROM orders WHERE total > 56833,5251982,62
SELECT * FROM users WHERE id = 17673,1189443,12
SELECT * FROM users WHERE id = 46643,835738,20
SELECT * FROM users WHERE id = 91795,1103960,21
SELECT * FROM orders WHERE status IN ('cancelled'),2970748,35
SELECT * FROM orders WHERE total > 74034,4805357,43
SELECT * FROM orders WHERE total > 3965,5158454,51
SELECT * FROM users WHERE id = 83867,943549,11
SELECT * FROM orders WHERE total > 48308,4056372,50
SELECT * FROM users WHERE id = 77840,928733,8
SELECT * FROM users WHERE id = 42363,1054374,9
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3713399,36
SELECT * FROM users WHERE id = 35013,971076,18
"SELECT * FROM orders WHERE status IN ('cancelled', 'shipped')",2840621,40
SELECT COUNT(*) FROM events WHERE month = 'May',11709419,131
SELECT * FROM orders WHERE total > 82995,4568839,56
SELECT * FROM orders WHERE total > 21138,4565170,52
SELECT * FROM users WHERE id = 70517,940782,10
"SELECT * FROM orders WHERE status IN ('pending', 'pending', 'shipped')",2475298,24
SELECT * FROM orders WHERE total > 92177,5578920,51
SELECT * FROM sessions WHERE duration > 71960,3915180,48
SELECT * FROM users WHERE id = 42848,1124207,9
SELECT * FROM users WHERE id = 17803,851118,4
SELECT * FROM users WHERE id = 42865,810959,6
SELECT COUNT(*) FROM events WHERE month = 'Mar',11109664,126
SELECT * FROM users WHERE id = 63306,1098635,14
SELECT * FROM users WHERE id = 26356,1110404,10
SELECT COUNT(*) FROM events WHERE month = 'Mar',11694731,113
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",3158488,29
SELECT * FROM users WHERE id = 22800,1177590,23
SELECT COUNT(*) FROM events WHERE month = 'Apr',10631335,105
SELECT * FROM sessions WHERE duration > 30286,4156080,45
SELECT * FROM users WHERE id = 89950,915792,12
SELECT COUNT(*) FROM events WHERE month = 'May',11057534,113
SELECT * FROM users WHERE id = 87303,1120297,18
SELECT * FROM users WHERE id = 54677,1149843,20
SELECT * FROM users WHERE id = 27557,1057216,17
SELECT * FROM users WHERE id = 4971,891050,23
SELECT * FROM products WHERE category = 'electronics',1612252,24
SELECT * FROM products WHERE category = 'garden',1795886,27
SELECT * FROM orders WHERE total > 20492,5258815,50
SELECT * FROM products WHERE category = 'garden',2014316,31
SELECT * FROM products WHERE category = 'auto',1694205,28
SELECT * FROM users WHERE id = 60254,826413,8
SELECT COUNT(*) FROM events WHERE month = 'Jun',11491847,112
SELECT * FROM orders WHERE total > 90748,4608946,44
SELECT * FROM orders WHERE total > 33201,5150295,53
SELECT * FROM sessions WHERE duration > 53072,4880341,43
SELECT * FROM users WHERE id = 56982,1014649,17
"SELECT * FROM users WHERE id IN (258, 121, 1000, 77)",1068833,17
SELECT * FROM orders WHERE total > 95497,4643643,49
SELECT * FROM products WHERE category = 'books',1629369,20
SELECT * FROM users WHERE id = 54190,841558,16
SELECT * FROM products WHERE category = 'auto',2455159,25
SELECT * FROM products WHERE category = 'books',2174151,35
SELECT * FROM users WHERE id = 48420,1122355,11
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",3249574,40
SELECT * FROM users WHERE id = 75822,824057,15
SELECT * FROM users WHERE id = 1495,903798,17
SELECT COUNT(*) FROM events WHERE month = 'Jun',11376523,111
SELECT * FROM sessions WHERE duration > 13691,4888544,52
SELECT * FROM users WHERE id = 91746,1018929,10
SELECT * FROM users WHERE id IN (923),1414369,18
SELECT * FROM users WHERE id = 52812,850365,23
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",8833630,102
"SELECT * FROM orders WHERE status IN ('delivered', 'returned')",2426838,36
SELECT * FROM users WHERE id = 84847,854142,11
SELECT * FROM orders WHERE total > 51364,4158266,47
SELECT * FROM products WHERE category = 'books',2371572,37
SELECT * FROM users WHERE id = 80213,1046930,17
SELECT * FROM products WHERE category = 'garden',2154865,27
SELECT COUNT(*) FROM events WHERE month = 'Apr',9289232,106
"SELECT * FROM users WHERE id IN (517, 332)",1381050,16
SELECT * FROM products WHERE category = 'toys',1931920,15
SELECT * FROM sessions WHERE duration > 69280,4626494,49
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2098274,23
SELECT * FROM users WHERE id = 33244,998440,19
"SELECT * FROM users WHERE id IN (919, 941, 80)",1094168,20
SELECT * FROM orders WHERE status IN ('shipped'),2213641,33
SELECT COUNT(*) FROM events WHERE month = 'Apr',9399010,92
SELECT * FROM products WHERE category = 'electronics',1711970,15
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2800160,25
SELECT * FROM sessions WHERE duration > 60910,4153253,38
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",2256183,18
SELECT * FROM users WHERE id = 53135,1103511,11
SELECT * FROM products WHERE category = 'garden',1967111,16
SELECT * FROM orders WHERE total > 17508,4447319,48
SELECT * FROM users WHERE id = 72950,941362,24
SELECT * FROM products WHERE category = 'toys',1622578,20
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",9383959,96
SELECT COUNT(*) FROM events WHERE month = 'May',9178807,86
"SELECT * FROM orders WHERE status IN ('shipped', 'cancelled', 'cancelled')",2111345,24
SELECT * FROM users WHERE id = 58608,837118,13
SELECT * FROM users WHERE id = 32796,1074494,16
SELECT * FROM users WHERE id IN (233),1043430,19
SELECT * FROM sessions WHERE duration > 60139,3775463,46
SELECT * FROM users WHERE id = 51709,1083924,12
SELECT * FROM users WHERE id = 27406,1035512,16
SELECT COUNT(*) FROM events WHERE month = 'Feb',11292510,118
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3573409,32
SELECT * FROM orders WHERE total > 28923,4613809,43
SELECT * FROM orders WHERE total > 31105,5538139,65
SELECT * FROM orders WHERE total > 59648,5714237,58
SELECT COUNT(*) FROM events WHERE month = 'Apr',9935931,96
SELECT * FROM users WHERE id = 47030,805643,13
SELECT * FROM users WHERE id = 42731,852376,18
SELECT * FROM products WHERE category = 'toys',2487070,27
SELECT * FROM users WHERE id = 63167,1091773,11
SELECT * FROM users WHERE id = 17976,1021789,25
SELECT * FROM users WHERE id = 50634,1177911,13
SELECT * FROM sessions WHERE duration > 47838,4209482,40
SELECT * FROM orders WHERE total > 30903,4966561,55
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",7785053,74
SELECT * FROM users WHERE id = 65461,1030667,9
SELECT * FROM users WHERE id = 89055,1137395,10
SELECT * FROM users WHERE id = 11180,1056386,7
SELECT * FROM orders WHERE total > 9435,4945593,63
SELECT * FROM orders WHERE total > 47330,4367949,45
SELECT * FROM products WHERE category = 'toys',2354855,35
SELECT * FROM users WHERE id = 16423,812107,23
"SELECT * FROM users WHERE id IN (463, 91, 38, 256, 978)",1345951,20
SELECT COUNT(*) FROM events WHERE month = 'May',9585582,105
SELECT COUNT(*) FROM events WHERE month = 'Mar',10316159,99
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",3959123,53
SELECT * FROM users WHERE id = 14006,893683,20
SELECT COUNT(*) FROM events WHERE month = 'May',10835062,121
SELECT * FROM orders WHERE total > 3298,5757786,64
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3419081,29
SELECT * FROM users WHERE id = 41046,875525,17
SELECT COUNT(*) FROM events WHERE month = 'Mar',10607230,111
"SELECT * FROM orders WHERE status IN ('cancelled', 'pending')",2605951,33
SELECT * FROM users WHERE id = 38321,1052031,20
SELECT COUNT(*) FROM events WHERE month = 'Apr',10944294,114
SELECT * FROM orders WHERE total > 10900,5636937,62
SELECT COUNT(*) FROM events WHERE month = 'Apr',11827350,121
SELECT * FROM orders WHERE total > 22204,4373205,45
SELECT COUNT(*) FROM events WHERE month = 'Jun',10947005,119
SELECT COUNT(*) FROM events WHERE month = 'Apr',9649408,94
SELECT * FROM users WHERE id = 26216,1043181,11
SELECT * FROM users WHERE id = 23952,963772,17
SELECT * FROM orders WHERE total > 36771,5742260,62
SELECT * FROM users WHERE id = 46392,882920,14
SELECT * FROM users WHERE id = 36683,994685,4
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",3494305,38
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2649747,28
SELECT * FROM users WHERE id = 90848,1185883,26
SELECT COUNT(*) FROM events WHERE month = 'Apr',9302108,92
SELECT * FROM orders WHERE total > 29852,5443306,64
SELECT * FROM users WHERE id = 88487,1186391,22
SELECT * FROM users WHERE id = 72660,1101696,11
"SELECT * FROM users WHERE id IN (132, 138, 530, 638, 225)",1298543,23
"SELECT * FROM users WHERE id IN (106, 181, 552, 420, 141)",1071307,14
SELECT * FROM orders WHERE total > 66698,4098572,43
SELECT * FROM users WHERE id = 54618,1011817,10
SELECT COUNT(*) FROM events WHERE month = 'Jun',10108077,103
SELECT * FROM users WHERE id = 26428,924889,5
SELECT * FROM products WHERE category = 'auto',2130244,16
SELECT * FROM orders WHERE total > 7111,4003985,43
"SELECT user_id, SUM(total) FROM orders WHERE region = 'auto' GROUP BY user_id",8255066,86
SELECT COUNT(*) FROM events WHERE month = 'Mar',10519057,107
SELECT COUNT(*) FROM events WHERE month = 'Apr',10112134,103
SELECT * FROM users WHERE id = 96245,1085500,22
"SELECT * FROM orders WHERE status IN ('shipped', 'returned', 'delivered')",2257312,27
SELECT * FROM orders WHERE total > 30417,5422840,54
SELECT * FROM users WHERE id = 49239,1136227,15
SELECT * FROM orders WHERE total > 51274,4051823,55
SELECT COUNT(*) FROM events WHERE month = 'Feb',9573648,108
SELECT * FROM products WHERE category = 'toys',2306760,33
SELECT * FROM orders WHERE total > 15696,4209990,52
SELECT * FROM users WHERE id = 8026,1110075,8
"SELECT * FROM orders WHERE status IN ('cancelled', 'returned', 'pending')",2332196,18
SELECT * FROM users WHERE id = 22759,1064374,5
SELECT * FROM users WHERE id = 20583,962666,16
"SELECT * FROM users WHERE id IN (345, 445)",1159231,18
"SELECT * FROM orders WHERE status IN ('cancelled', 'shipped', 'cancelled', 'delivered')",2824443,35
SELECT COUNT(*) FROM events WHERE month = 'Apr',9823549,94
SELECT * FROM users WHERE id = 52102,1021145,22
SELECT COUNT(*) FROM events WHERE month = 'Feb',9216219,101
SELECT * FROM users WHERE id = 27317,842030,4
SELECT * FROM products WHERE category = 'electronics',2315037,24
SELECT * FROM users WHERE id = 16195,964770,20
SELECT * FROM users WHERE id = 84791,877236,12
SELECT * FROM orders WHERE total > 81925,4635658,46
SELECT * FROM users WHERE id = 71538,1086406,20
"SELECT user_id, SUM(total) FROM orders WHERE region = 'toys' GROUP BY user_id",9281020,103
SELECT * FROM products WHERE category = 'books',1611413,14
SELECT * FROM orders WHERE total > 24318,4178561,47
SELECT * FROM orders WHERE total > 90937,4542591,59
SELECT * FROM users WHERE id = 38854,982967,5
SELECT COUNT(*) FROM events WHERE month = 'Jan',9586572,100
SELECT * FROM users WHERE id = 65119,1029854,11
SELECT * FROM users WHERE id = 38025,1159033,18
"SELECT * FROM orders WHERE status IN ('returned', 'shipped', 'shipped')",2945931,43
SELECT * FROM users WHERE id = 83150,919608,11
SELECT * FROM products WHERE category = 'garden',2344077,20
SELECT * FROM users WHERE id = 7369,801040,8
SELECT * FROM orders WHERE total > 39768,5494730,62
SELECT * FROM orders WHERE total > 31975,5209191,62
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",3998679,40
SELECT * FROM orders WHERE total > 3973,4570245,56
SELECT * FROM users WHERE id = 45671,1183614,25
SELECT * FROM users WHERE id = 90032,1043979,13
SELECT COUNT(*) FROM events WHERE month = 'Apr',9166528,90
SELECT * FROM users WHERE id = 73457,969437,5
SELECT * FROM users WHERE id = 94466,858792,18
SELECT COUNT(*) FROM events WHERE month = 'Jun',11187273,126
SELECT * FROM users WHERE id = 36346,890286,17
SELECT * FROM users WHERE id = 73772,1066793,21
SELECT * FROM products WHERE category = 'auto',2357674,18
SELECT * FROM orders WHERE total > 78472,5863892,58
SELECT * FROM users WHERE id = 70509,1085264,8
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2624634,33
SELECT COUNT(*) FROM events WHERE month = 'Jan',11483579,116
SELECT COUNT(*) FROM events WHERE month = 'Feb',11771082,121
SELECT * FROM products WHERE category = 'auto',2079976,32
SELECT COUNT(*) FROM events WHERE month = 'Mar',10317616,115
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",2993721,30
SELECT * FROM users WHERE id = 41901,1046544,13
SELECT * FROM products WHERE category = 'electronics',1601852,27
SELECT * FROM orders WHERE total > 5066,5848072,57
"SELECT * FROM orders WHERE status IN ('pending', 'returned', 'pending')",2267303,31
SELECT COUNT(*) FROM events WHERE month = 'May',10646577,120
SELECT * FROM orders WHERE total > 67350,5749620,59
SELECT * FROM users WHERE id = 68255,946535,23
"SELECT * FROM users WHERE id IN (514, 389)",1008710,23
SELECT COUNT(*) FROM events WHERE month = 'Jan',9427347,99
SELECT COUNT(*) FROM events WHERE month = 'Jun',10892644,112
SELECT COUNT(*) FROM events WHERE month = 'Feb',10270286,117
SELECT * FROM users WHERE id = 51510,811874,9
"SELECT * FROM users WHERE id IN (337, 845)",1372715,10
SELECT * FROM orders WHERE total > 77122,4960528,61
SELECT * FROM users WHERE id = 32325,861424,22
SELECT * FROM users WHERE id = 89697,1153936,24
SELECT * FROM users WHERE id = 76106,1048385,18
SELECT * FROM users WHERE id = 54099,821990,9
SELECT * FROM users WHERE id = 41770,822437,6
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",9575536,99
SELECT * FROM users WHERE id = 96656,1023413,14
SELECT * FROM users WHERE id IN (426),1095630,19
"SELECT * FROM orders WHERE status IN ('pending', 'returned', 'delivered', 'pending')",2165163,32
"SELECT * FROM users WHERE id IN (307, 869, 636, 264)",1453920,28
SELECT * FROM users WHERE id = 56262,811883,9
SELECT * FROM users WHERE id = 46448,1162119,18
SELECT COUNT(*) FROM events WHERE month = 'Jan',11347130,121
SELECT * FROM orders WHERE total > 57947,4812475,53
SELECT * FROM users WHERE id = 36738,1103940,18
SELECT * FROM orders WHERE total > 29562,4007865,42
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2401957,33
"SELECT user_id, SUM(total) FROM orders WHERE region = 'auto' GROUP BY user_id",8827969,86
SELECT * FROM users WHERE id = 47948,937405,15
SELECT COUNT(*) FROM events WHERE month = 'Feb',9021615,97
SELECT * FROM orders WHERE total > 31753,5564772,69
SELECT * FROM users WHERE id = 80920,1028819,25
SELECT * FROM products WHERE category = 'garden',2448587,27
SELECT * FROM orders WHERE total > 49252,4248144,57
